Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_12,EMA_26,RSI,MACD,Signal_Line,MACD_Histogram,BB_Middle,BB_Std,BB_Upper,BB_Lower
2026-01-08,25876.849609375,26133.19921875,25858.44921875,26106.5,328500,26044.98017578125,25970.553125,26085.626690547488,26041.076448523945,52.12650773022996,44.55024202354252,55.198667497756496,-10.648425474213973,26044.98017578125,149.8034647906203,26344.58710536249,25745.373246200008
2026-01-09,25683.30078125,25940.599609375,25623.0,25840.400390625,348800,26034.21767578125,25963.1411328125,26023.730396809413,26014.574547244392,40.46161601139234,9.155849565020617,45.990103911209324,-36.83425434618871,26034.21767578125,167.5574170126264,26369.3325098065,25699.102841755997
2026-01-12,25790.25,25813.150390625,25473.400390625,25669.05078125,275800,26021.38271484375,25961.389140625,25987.81033576181,25997.957914115177,36.20347062100283,-10.147578353367862,34.76256745829389,-44.91014581166175,26021.38271484375,176.14253829114716,26373.667791426044,25669.097638261454
2026-01-13,25732.30078125,25899.80078125,25603.30078125,25897.349609375,339500,26006.63271484375,25961.5931640625,25948.50117352922,25978.279607977016,34.533967647789794,-29.778434447795007,21.85436707707611,-51.63280152487111,26006.63271484375,187.5997661509075,26381.832247145565,25631.433182541932
2026-01-14,25665.599609375,25791.75,25603.94921875,25648.55078125,393100,25996.90771484375,25959.6381640625,25904.97785596703,25955.11812659909,33.79032022303193,-50.14027063205867,7.455439535249152,-57.59571016730783,25996.90771484375,200.21302976487348,26397.333774373496,25596.481655314004
2026-01-16,25694.349609375,25873.5,25662.400390625,25696.05078125,434000,25990.69765625,25961.5721484375,25872.573510337486,25935.801940138044,37.56208450334492,-63.22842980055793,-6.681334331912265,-56.547095468645665,25990.69765625,207.81808889077783,26406.333834031553,25575.061478468444
2026-01-19,25585.5,25653.30078125,25494.349609375,25653.099609375,443100,25979.1951171875,25963.0881640625,25828.40835490095,25909.853648275966,37.331266505594726,-81.44529337501808,-21.63412614053343,-59.81116723448466,25979.1951171875,223.77636252160684,26426.747842230714,25531.642392144287
2026-01-20,25232.5,25585.0,25171.349609375,25580.30078125,409800,25942.50009765625,25957.8921484375,25736.73014645465,25859.679303959227,29.900707044097715,-122.94915750457585,-41.897132413341915,-81.05202509123393,25942.50009765625,279.2754490010946,26501.05099565844,25383.949199654064
2026-01-21,25157.5,25300.94921875,24919.80078125,25141.0,395600,25891.755078125,25949.55515625,25647.61781623086,25807.66602218447,20.38810228975116,-160.04820595360798,-65.52734712139514,-94.52085883221284,25891.755078125,323.9371787983752,26539.62943572175,25243.88072052825
2026-01-22,25289.900390625,25435.75,25168.5,25344.150390625,486400,25847.392578125,25941.4541796875,25592.58436613765,25769.31301243932,25.61970056931186,-176.7286463016717,-87.76760695745045,-88.96103934422123,25847.392578125,342.98907245850063,26533.370723042,25161.414433208
2026-01-23,25048.650390625,25347.94921875,25025.30078125,25344.599609375,393900,25792.7201171875,25924.911171875,25508.90221605878,25715.93059600863,14.762384617618252,-207.0283799498502,-111.61976155593041,-95.4086183939198,25792.7201171875,378.8169854482403,26550.35408808398,25035.086146291018
2026-01-27,25175.400390625,25246.650390625,24932.55078125,25063.349609375,618700,25749.37509765625,25910.836171875,25457.594242915126,25675.891321535768,21.17610705213815,-218.29707862064242,-132.9552249688728,-85.34185365176961,25749.37509765625,397.87337203951444,26545.12184173528,24953.628353577224
2026-01-28,25342.75,25372.099609375,25187.650390625,25258.849609375,574900,25719.4076171875,25899.49015625,25439.925897851263,25651.214186607194,28.67854673417702,-211.28828875593172,-148.62183772628458,-62.666451029647135,25719.4076171875,405.0991703338051,26529.60595785511,24909.209276519887
2026-01-29,25418.900390625,25458.150390625,25159.80078125,25345.0,582400,25693.41015625,25887.5991796875,25436.691204431838,25634.005757275183,31.940656159693987,-197.31455284334515,-158.3603807496967,-38.95417209364845,25693.41015625,406.954922117318,26507.320000484637,24879.500312015363
2026-01-30,25320.650390625,25370.69921875,25213.650390625,25247.55078125,508400,25652.9626953125,25875.811171875,25418.838771538478,25610.794248634425,34.82733119930438,-191.95547709594757,-165.0794000189469,-26.876077077000673,25652.9626953125,401.4842545251201,26455.93120436274,24849.99418626226
2026-02-02,25088.400390625,25108.099609375,24679.400390625,24796.5,449200,25600.05517578125,25856.526171875,25368.002097551787,25572.098407300397,34.10716726897425,-204.0963097486092,-172.88278196487937,-31.21352778372983,25600.05517578125,402.73537157502886,26405.525918931307,24794.584432631193
2026-02-03,25727.55078125,26341.19921875,25641.30078125,26308.05078125,637300,25570.00517578125,25847.2341796875,25423.317279659204,25583.61339796333,48.69583163382209,-160.29611830412614,-170.36544923272874,10.069330928602596,25570.00517578125,366.2907274328479,26302.586630646947,24837.423720915554
2026-02-04,25776.0,25818.55078125,25563.94921875,25675.05078125,429800,25546.29013671875,25841.391171875,25477.576159711632,25597.864257373454,50.912567441238224,-120.28809766182167,-160.34997891854732,40.061881256725655,25546.29013671875,333.8446485774729,26213.979433873697,24878.600839563805
2026-02-05,25642.80078125,25757.650390625,25579.5,25755.900390625,343800,25519.49521484375,25835.0571875,25502.995332255996,25601.192888771715,49.53675961105745,-98.19755651571904,-147.91949443798168,49.72193792226264,25519.49521484375,300.22854794297444,26119.9523107297,24919.038118957804
2026-02-06,25693.69921875,25703.94921875,25491.900390625,25605.80078125,375500,25497.14267578125,25831.23515625,25532.334391716613,25608.04520951085,49.9869028506162,-75.71081779423548,-133.47775910923244,57.766941314996956,25497.14267578125,266.26097663023137,26029.664629041716,24964.620722520787
2026-02-09,25867.30078125,25922.25,25780.900390625,25888.69921875,359400,25496.665234375,25824.47515625,25583.867682414057,25627.249325935973,55.53049549915595,-43.381643521915976,-115.45853599176915,72.07689246985318,25496.665234375,265.55189347794595,26027.769021330892,24965.561447419106
2026-02-10,25935.150390625,25989.44921875,25870.44921875,25922.650390625,460900,25509.25771484375,25818.8671484375,25637.91117598497,25650.056812209234,65.52785031400393,-12.145636224264308,-94.79595603826819,82.65031981400388,25509.25771484375,280.4229275925416,26070.10357002883,24948.411859658667
2026-02-11,25953.849609375,26009.400390625,25899.80078125,25997.44921875,331400,25517.4376953125,25813.88515625,25686.517088814206,25672.55998236966,68.04759919227973,13.957106444544479,-73.04534354170566,87.00244998625014,25517.4376953125,291.2288298001055,26099.89535491271,24934.980035712288
2026-02-12,25807.19921875,25906.69921875,25752.400390625,25906.69921875,419400,25521.1826171875,25806.514140625,25705.083570342787,25682.533259138574,61.64826127302873,22.550311204213358,-53.926212592521864,76.47652379673522,25521.1826171875,294.59923721604866,26110.381091619598,24931.984142755402
2026-02-13,25471.099609375,25630.349609375,25444.30078125,25571.150390625,453500,25511.4576171875,25795.2921484375,25669.086037886205,25666.871507304237,59.12280316974536,2.2145305819685746,-42.69806395762378,44.912594539592355,25511.4576171875,292.78571545687936,26097.02904810126,24925.886186273743
2026-02-16,25682.75,25697.0,25372.69921875,25423.599609375,275800,25510.87763671875,25789.2271484375,25671.188185903713,25668.04769194837,60.56869122413293,3.1404939553431177,-33.530352375030404,36.67084633037352,25510.87763671875,292.41561089373124,26095.708858506212,24926.046414931287
2026-02-17,25725.400390625,25764.400390625,25570.30078125,25637.94921875,344100,25517.87265625,25783.06015625,25679.528525091602,25672.296039998488,58.40787035407838,7.232485093114519,-25.37778488140142,32.610269974515944,25517.87265625,295.9466354162447,26109.76592708249,24925.97938541751
2026-02-18,25819.349609375,25828.05078125,25645.150390625,25752.650390625,310200,25547.21513671875,25775.7181640625,25701.039461135202,25683.18889698934,58.73066971897318,17.850564145861426,-16.732115075948855,34.58267922181028,25547.21513671875,295.2550179081493,26137.72517253505,24956.70510090245
2026-02-19,25454.349609375,25885.30078125,25388.75,25873.349609375,298200,25562.0576171875,25765.594140625,25663.087176249017,25666.23783864754,52.611213256330245,-3.1506623985223996,-14.015824540463564,10.865162141941164,25562.0576171875,281.7870715583053,26125.63176030411,24998.48347407089
2026-02-20,25571.25,25663.55078125,25379.75,25406.55078125,296600,25576.12509765625,25760.2261328125,25648.958379903015,25659.201702451428,59.87524276769957,-10.243322548412834,-13.261324142053418,3.0180015936405837,25576.12509765625,274.4115411152333,26124.948179886716,25027.302015425787
2026-02-23,25713.0,25771.44921875,25609.349609375,25678.400390625,313700,25609.342578125,25759.3261328125,25658.810936841015,25663.1867615291,49.626394876043335,-4.375824688086141,-11.484224251259963,7.108399563173823,25609.342578125,245.93209762555296,26101.206773376107,25117.478382873895
2026-02-24,25424.650390625,25641.80078125,25327.599609375,25641.80078125,439100,25621.805078125,25749.848125,25622.786237423166,25645.51740072139,41.96822669753927,-22.73116329822369,-13.73361206065271,-8.997551237570981,25621.805078125,228.481076046255,26078.76723021751,25164.84292603249
2026-02-25,25482.5,25652.599609375,25428.19921875,25512.599609375,414200,25628.792578125,25738.559140625,25601.203739358065,25633.44203770499,46.2048179400199,-32.23829834692515,-17.434549317907198,-14.80374902901795,25628.792578125,221.52891045175605,26071.850399028513,25185.73475722149
2026-02-26,25496.55078125,25572.94921875,25400.94921875,25556.30078125,405200,25632.67509765625,25727.944140625,25585.103284264515,25623.30194463425,45.24955149817494,-38.1986603697369,-21.587371528273138,-16.61128884146376,25632.67509765625,218.31384801435752,26069.302793684965,25196.047401627537
2026-02-27,25178.650390625,25476.400390625,25141.30078125,25459.849609375,438900,25625.57509765625,25714.31515625,25522.572069858437,25590.364792485416,34.48531074788768,-67.7927226269785,-30.828441748014214,-36.96428087896429,25625.57509765625,230.93956890776232,26087.454235471774,25163.695959840723
2026-03-02,24865.69921875,24989.349609375,24603.5,24659.25,519200,25614.4400390625,25695.258125,25421.514708149447,25536.685861097605,28.30244753720679,-115.17115294815812,-47.696983988043,-67.47416896011512,25614.4400390625,261.54435068509486,26137.528740432692,25091.35133769231
2026-03-04,24418.94921875,24476.94921875,24305.400390625,24388.80078125,0,25549.0099609375,25667.32609375,25267.273863626455,25453.890554257043,23.467599754483743,-186.61669063058798,-75.480925316552,-111.13576531403598,25549.0099609375,372.08416274270354,26293.178286422906,24804.841635452092
