Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_12,EMA_26,RSI,MACD,Signal_Line,MACD_Histogram,BB_Middle,BB_Std,BB_Upper,BB_Lower
2026-01-16,95525.1171875,95801.890625,94259.2734375,95554.1015625,33248170537,91390.033984375,90115.49921875,93189.86592003473,91595.14710224977,68.14103957690362,1594.7188177849603,1031.0450398453122,563.6737779396481,91390.033984375,2891.177414418621,97172.38881321224,85607.67915553776
2026-01-17,95099.921875,95598.4765625,95005.6171875,95525.15625,16021715122,91753.23828125,90199.11234375,93483.72068233708,91854.76004837941,64.84329467491756,1628.9606339576712,1150.628158667784,478.33247528988727,91753.23828125,2877.424169474722,97508.08662019945,85998.38994230055
2026-01-18,93634.4296875,95491.5078125,93588.8671875,95101.1796875,20809781232,92078.052734375,90254.76578125,93506.90668313137,91986.58742905501,57.02715048899357,1520.3192540763557,1224.5663777494983,295.7528763268574,92078.052734375,2689.565542312646,97457.18381900029,86698.92164974971
2026-01-19,92553.59375,93660.828125,92089.25,93655.671875,39195241508,92284.22578125,90297.95140625,93360.24315495731,92028.58789727316,45.39013665338235,1331.6552576841495,1245.9841537364287,85.6711039477209,92284.22578125,2549.61469036824,97383.45516198648,87184.99640051353
2026-01-20,88310.90625,92798.4296875,87814.9296875,92553.6015625,53072968031,92324.3296875,90337.738125,92583.42209265618,91753.20407154922,35.359176438897066,830.2180211069644,1162.8309272105357,-332.6129061035713,92324.3296875,2475.786373464884,97275.90243442976,87372.75694057022
2026-01-21,89376.9609375,90430.40625,87231.5703125,88326.5078125,56330422434,92356.578515625,90298.27328125,92090.12037647831,91577.18606161965,44.36951712424876,512.9343148586631,1032.8516047401613,-519.9172898814982,92356.578515625,2430.313853887803,97217.20622340062,87495.9508078494
2026-01-22,89462.453125,90258.9609375,88438.4453125,89378.5234375,35549685694,92332.46640625,90216.96625,91685.86387625088,91420.53917742561,45.385299539170504,265.32469882526493,879.346223557182,-614.0215247319171,92332.46640625,2457.740045077294,97247.94649640458,87416.98631609541
2026-01-23,89503.875,91100.25,88486.359375,89462.046875,38997586037,92277.50078125,90164.21125,91350.17327990459,91278.56405317187,46.93812345728172,71.60922673271853,717.7988241922893,-646.1895974595708,92277.50078125,2510.182797533527,97297.86637631705,87257.13518618295
2026-01-24,89110.734375,89811.609375,89044.2890625,89506.1484375,14558687712,92162.362890625,90158.67078125,91005.64421761157,91117.98407701099,46.19066700938543,-112.33985939942067,551.7710874739474,-664.1109468733681,92162.362890625,2602.9952363439834,97368.35336331296,86956.37241793703
2026-01-25,86572.21875,89193.1484375,86003.7109375,89104.765625,36124986722,91796.84609375,90104.66765625,90323.57876105595,90781.26071945461,38.70983923464098,-457.6819583986653,349.8804782994249,-807.5624366980902,91796.84609375,2850.251151695908,97497.34839714182,86096.3437903582
2026-01-26,88267.140625,88743.0703125,86429.2890625,86566.5234375,45329286974,91523.7515625,90061.89765625,90007.20366320119,90595.02960134686,42.74856901434413,-587.8259381456737,162.3391950104052,-750.1651331560789,91523.7515625,2916.2752891971027,97356.3021408942,85691.20098410579
2026-01-27,89102.5703125,89427.125,87228.921875,88257.4765625,38744942267,91413.47734375,90031.145,89868.02930155484,90484.47706143229,31.579198254688976,-616.4477598774538,6.5818040328334035,-623.0295639102872,91413.47734375,2966.1330055202893,97345.74335479058,85481.21133270941
2026-01-28,89184.5703125,90439.2890625,88721.4609375,89104.046875,39807419296,91321.349609375,89961.0021875,89762.88176477716,90388.1876726225,24.781644891785305,-625.3059078453371,-119.79573834280069,-505.51016950253637,91321.349609375,3007.0965464513483,97335.5427022777,85307.1565164723
2026-01-29,84561.5859375,89200.78125,83250.6015625,89169.8515625,64653083162,91023.773828125,89811.815,88962.68240673453,89956.58754409492,20.458444971524656,-993.905137360387,-294.61761814631797,-699.2875192140691,91023.773828125,3364.521364540236,97752.81655720547,84294.73109904454
2026-01-30,84128.65625,84602.1640625,81071.4765625,84562.7265625,72083816087,90710.87421875,89644.16140625,88218.98607492921,89524.88892971752,20.02051864660784,-1305.9028547883063,-496.87466547471564,-809.0281893135907,90710.87421875,3701.0572499330315,98112.98871861606,83308.75971888394
2026-01-31,78621.1171875,84136.921875,75815.8828125,84126.5,70479259159,90100.55703125,89411.17546875,86742.39086147856,88717.2021339977,15.796629034564859,-1974.8112725191313,-792.4619868835988,-1182.3492856355324,90100.55703125,4582.331983900473,99265.22099905094,80935.89306344907
2026-02-01,76974.4453125,79322.609375,75698.8984375,78626.125,53372509744,89389.6296875,89144.69015625,85239.63000778956,87847.36829536823,15.678707542554022,-2607.7382875786716,-1155.5172470226134,-1452.2210405560581,89389.6296875,5428.727690059395,100247.08506761878,78532.17430738121
